股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH603386,骏亚科技,10.69,+0.1,0.94%,4.5%,323420,3456567,0.1%,23.939,2.668%,3488388166
SZ301149,隆华新材,10.74,+0.1,0.94%,-1.47%,398000,4262012,0.21%,35.037,0.932%,4618200193
SZ300806,斯迪克,24.59,+0.23,0.94%,4.86%,263232,6458075,0.15%,32.547,0.284%,7970729689
SZ002452,长高电新,6.41,+0.06,0.94%,3.39%,1034834,6614463,0.2%,27.663,1.097%,3976328665
SH603648,畅联股份,8.72,+0.08,0.93%,-3.65%,509600,4425655,0.14%,21.459,3.444%,3160239616
SH603088,宁波精达,8.71,+0.08,0.93%,20.97%,13815604,121470909,3.21%,30.241,1.443%,3815201408
SZ001258,立新能源,10.91,+0.1,0.93%,4.3%,1730200,18883576,0.74%,55.844,,10192000007
SZ300802,矩子科技,19.61,+0.18,0.93%,6.69%,166100,3243717,0.09%,51.778,0.48%,5097109071
SH600804,ST鹏博士,3.26,+0.03,0.93%,1.24%,2550000,8259303,0.18%,-2.445,,5403332334
SH600750,江中药业,15.23,+0.14,0.93%,5.4%,1883664,28536452,0.3%,17.126,7.576%,9588533220
SH600332,白云山,30.23,+0.28,0.93%,1.48%,2569525,77551788,0.18%,12.659,2.272%,49147660388
SZ301043,绿岛风,23.78,+0.22,0.93%,1.36%,48400,1149916,0.27%,39.337,0.336%,1617040000
SH605399,晨光新材,34.75,+0.32,0.93%,7.59%,289700,10045084,0.34%,10.505,1.105%,8348791750
SZ002483,润邦股份,5.42,+0.05,0.93%,7.75%,1342600,7267191,0.15%,20.158,0.924%,5097782056
SZ300600,国瑞科技,7.56,+0.07,0.93%,2.44%,938900,7132191,0.38%,-48.959,,2224412669
SH601258,庞大集团,1.09,+0.01,0.93%,-0.91%,22868804,24707052,0.22%,85.131,,11147675326
SZ301070,开勒股份,24.92,+0.23,0.93%,7.04%,175700,4386531,0.5%,48.34,2.001%,1608715584
SH603987,康德莱,15.38,+0.14,0.92%,11.61%,880800,13540041,0.2%,20.305,1.298%,6791331220
SZ002803,吉宏股份,15.31,+0.14,0.92%,-3.35%,2048260,31239884,0.72%,32.538,,5793446199
SH688236,春立医疗,28.67,+0.26,0.92%,20.41%,456038,13185458,0.59%,33.577,0.451%,11017307600
SZ300611,美力科技,8.77,+0.08,0.92%,11.15%,699000,6115875,0.45%,-137.588,0.477%,1851124944
SH688360,德马科技,26.41,+0.24,0.92%,7.4%,93877,2470248,0.22%,26.117,1.022%,2262718980
SZ000877,天山股份,8.75,+0.08,0.92%,2.7%,1817531,15874836,0.11%,11.33,3.78%,75891583851
SH603033,三维股份,17.56,+0.16,0.92%,1.74%,371100,6500335,0.05%,109.326,,13905348425
SH600206,有研新材,13.15,+0.12,0.92%,2.41%,2338650,30672907,0.28%,38.766,0.647%,11132176316
SZ002024,ST易购,2.19,+0.02,0.92%,-3.1%,16735650,36594618,0.21%,-0.502,,20388986844
SH600894,广日股份,6.56,+0.06,0.92%,1.71%,560501,3665167,0.07%,10.467,3.511%,5641251631
SH600486,扬农化工,106.16,+0.97,0.92%,2.18%,197621,20983569,0.06%,17.84,0.613%,32898867967
SZ300439,美康生物,12.04,+0.11,0.92%,2.91%,1075036,12953437,0.39%,21.966,0.786%,4611317773
SZ001202,炬申股份,14.32,+0.13,0.92%,-0.35%,256500,3660623,0.64%,49.515,4.202%,1844416000
SZ000712,锦龙股份,13.1,+0.12,0.92%,1.24%,1590526,20721484,0.18%,-29.503,0.077%,11737600000
SZ002428,云南锗业,9.96,+0.09,0.91%,6.87%,792500,7882913,0.12%,-763.646,,6505075200
SH600714,金瑞矿业,8.91,+0.08,0.91%,2.89%,258701,2298744,0.09%,30.342,1.121%,2567650592
SZ300004,南风股份,5.55,+0.05,0.91%,3.16%,683918,3789752,0.13%,-4.315,,2663964469
SH600647,同达创业,13.3,+0.12,0.91%,3.91%,587600,7778887,0.42%,953.187,,1850609215
SZ000973,佛塑科技,4.43,+0.04,0.91%,0.45%,1232100,5447790,0.13%,36.461,0.856%,4295358879
SH600363,联创光电,24.46,+0.22,0.91%,2.73%,783000,19165460,0.17%,44.465,0.213%,11135311045
SH600355,精伦电子,3.31,+0.03,0.91%,2.16%,2335400,7715278,0.47%,-45.816,,1628815252
SH603557,ST起步,3.31,+0.03,0.91%,-2.36%,1223245,4033001,0.25%,-4.371,,1635386969
SZ003015,日久光电,8.88,+0.08,0.91%,3.38%,393100,3475997,0.21%,50.739,2.252%,2495872003
SZ001205,盛航股份,25.51,+0.23,0.91%,4.04%,387320,10019751,0.33%,26.414,0.364%,4370617058
SZ300304,云意电气,4.44,+0.04,0.91%,4.96%,1025200,4537369,0.12%,27.975,0.903%,3869703392
SZ000595,宝塔实业,6.67,+0.06,0.91%,-0.74%,3944300,26318055,0.35%,-45.947,,7594837961
SZ300906,日月明,21.12,+0.19,0.91%,1.88%,56300,1185360,0.17%,39.977,1.421%,1689600000
SZ301312,智立方,101.31,+0.91,0.91%,18.73%,169800,17142300,1.66%,39.333,,4155280915
SZ002878,元隆雅图,15.6,+0.14,0.91%,0.39%,859500,13324289,0.44%,16.507,2.311%,3481465120
SH605100,华丰股份,13.41,+0.12,0.9%,2.44%,175154,2343782,0.23%,39.945,3.463%,2278788120
SZ300994,久祺股份,20.16,+0.18,0.9%,2.23%,202600,4071951,0.31%,18.485,3.376%,3911993600
SZ300476,胜宏科技,13.42,+0.12,0.9%,3.71%,1657450,22226864,0.19%,16.828,1.428%,11568654676
SZ002468,申通快递,10.07,+0.09,0.9%,-2.52%,2940599,29527543,0.2%,-33.178,,15415177812
SZ001318,阳光乳业,16.75,+0.15,0.9%,-12.76%,1130400,18873698,1.6%,39.021,,4734555000
SZ300868,杰美特,15.69,+0.14,0.9%,2.75%,139800,2184585,0.23%,-84.444,,2008320000
SZ300387,富邦股份,6.7,+0.06,0.9%,3.4%,662000,4425535,0.23%,43.996,0.745%,1936682021
SH600360,华微电子,6.75,+0.06,0.9%,2.43%,2678300,18012570,0.28%,71.279,0.548%,6481993302
SZ002111,威海广泰,10.07,+0.09,0.9%,1%,3061700,30918554,0.64%,-34.583,2.979%,5387503010
SZ002916,深南电路,74.92,+0.67,0.9%,3.84%,648293,48441940,0.13%,23.492,1.265%,38429913698
SZ301309,万得凯,25.9,+0.23,0.9%,3.52%,83604,2164189,0.35%,20.176,,2590000000
SZ000990,诚志股份,8.93,+0.08,0.9%,1.48%,633400,5633429,0.05%,-166.684,,10839918812
SZ301338,凯格精机,55.78,+0.5,0.9%,9.46%,141100,7825165,0.85%,33.921,,4239280000
SZ300842,帝科股份,52.98,+0.47,0.9%,3.09%,796309,42083749,1.15%,330.112,,5298000000
SH688981,中芯国际,41.67,+0.37,0.9%,1.29%,3235065,134175089,0.17%,25.745,,329720737882
SZ002318,久立特材,15.69,+0.14,0.9%,-5.71%,1214525,18979744,0.13%,14.465,2.551%,15331808597
SH600761,安徽合力,14.52,+0.13,0.9%,10.42%,2248591,32872253,0.3%,13.281,2.402%,10747425245
SZ300828,锐新科技,14.64,+0.13,0.9%,6.78%,304400,4443179,0.36%,24.36,1.819%,2427117000
SZ300724,捷佳伟创,117.3,+1.05,0.9%,2.88%,1388617,161983656,0.51%,43.56,0.153%,40819936262
SZ002413,雷科防务,4.52,+0.04,0.89%,2.26%,2246099,10123877,0.18%,-16.096,,6053501480
SZ300650,太龙股份,10.21,+0.09,0.89%,10.5%,752700,7673148,0.5%,34.655,1.153%,2226620485
SH600641,万业企业,18.16,+0.16,0.89%,2.43%,3476186,62876653,0.37%,137.243,0.696%,16900239347
SZ301010,晶雪节能,18.17,+0.16,0.89%,2.95%,153800,2787801,0.3%,30.412,1.106%,1963440000
SH603179,新泉股份,42.12,+0.37,0.89%,9.43%,1080750,45599355,0.22%,54.341,0.546%,20525159019
SH603599,广信股份,30.72,+0.27,0.89%,4.49%,1102783,33913081,0.17%,8.706,3.29%,19975845550
SZ300191,潜能恒信,18.12,+0.16,0.89%,5.66%,586100,10593486,0.27%,113.569,0.11%,5798400000
SZ301283,聚胶股份,55.41,+0.49,0.89%,3.11%,78271,4307863,0.41%,50.709,,4439200000
SZ002184,海得控制,16.98,+0.15,0.89%,48.17%,19392401,318919520,8.07%,47.194,1.221%,5975404123
SZ002868,绿康生化,57.67,+0.51,0.89%,8.63%,1191300,68144006,0.78%,-101.124,,8941073103
SZ300980,祥源新材,18.21,+0.16,0.89%,3.88%,114500,2076038,0.22%,28.094,1.096%,1974914856
SH600548,深高速,9.11,+0.08,0.89%,1.45%,797300,7248634,0.06%,7.39,6.813%,19866817670
SZ300242,佳云科技,3.39,+0.03,0.89%,-0.29%,2351800,7926154,0.37%,-10.921,,2151142209
SH600838,上海九百,6.82,+0.06,0.89%,-12.56%,1311045,8913633,0.33%,55.626,1.131%,2734015110
SZ002672,东江环保,5.71,+0.05,0.88%,1.06%,950100,5382019,0.14%,-54.152,0.968%,5011822481
SZ300902,国安达,33.14,+0.29,0.88%,19.81%,460408,15295069,0.89%,185.377,0.601%,4241257200
SH688733,壹石通,40,+0.35,0.88%,6.19%,380820,15190354,0.3%,49.818,0.453%,7991007600
SZ300971,博亚精工,20.56,+0.18,0.88%,3.89%,101600,2083565,0.18%,33.125,1.949%,1727880000
SH688550,瑞联新材,49.53,+0.43,0.88%,6.26%,93726,4629183,0.13%,17.359,2.455%,4873687413
SZ300001,特锐德,16.05,+0.14,0.88%,5.52%,2011800,32171156,0.2%,80.945,0.125%,16692999837
SZ000523,广州浪奇,3.45,+0.03,0.88%,-10.16%,2712320,9313938,0.2%,3.623,,5562849462
SZ300522,世名科技,11.5,+0.1,0.88%,19.17%,1563605,17925363,0.85%,60.227,1.043%,3103915551
SZ002486,嘉麟杰,3.44,+0.03,0.88%,2.38%,4693000,16113823,0.56%,32.512,,2853760000
SZ301301,川宁生物,9.16,+0.08,0.88%,2.35%,6297816,57433174,3.01%,74.927,,20360848000
SZ000728,国元证券,6.86,+0.06,0.88%,8.37%,20542489,139774492,0.47%,17.1,2.635%,29935516332
SZ002118,紫鑫药业,2.29,+0.02,0.88%,-1.72%,4803300,10966128,0.38%,-2.386,,2932940002
SZ300232,洲明科技,5.81,+0.05,0.87%,5.83%,2242294,13019438,0.26%,27.832,0.43%,6367600756
SZ300373,扬杰科技,56.98,+0.49,0.87%,8.33%,1532988,87256200,0.3%,25.862,0.385%,29238304315
SZ000796,ST凯撒,5.8,+0.05,0.87%,-7.64%,2731701,15841312,0.34%,-6.685,,4657401496
SZ002945,华林证券,13.87,+0.12,0.87%,5.24%,3440391,47445275,0.13%,85.198,0.39%,37449000000
SZ301098,金埔园林,16.23,+0.14,0.87%,3.11%,197707,3195951,0.27%,26.677,0.618%,1712832000
SZ300966,共同药业,26.58,+0.23,0.87%,-1.56%,646300,17152768,1.09%,47.668,0.511%,3059451580
SZ000802,北京文化,4.62,+0.04,0.87%,-14.6%,2951172,13565972,0.41%,-22.645,,3300300176
SZ301075,多瑞医药,31.27,+0.27,0.87%,-3.31%,347000,10896478,1.26%,60.06,1.99%,2502400000
SZ002755,奥赛康,8.12,+0.07,0.87%,2.27%,287400,2327476,0.03%,-92.989,1.233%,7536662050
SZ002818,富森美,12.81,+0.11,0.87%,5.09%,1167089,14910452,0.39%,11.563,9.346%,9580274432
SH600628,新世界,6.99,+0.06,0.87%,-8.51%,530820,3701389,0.08%,-102.449,0.788%,4521658934
SZ301286,侨源股份,25.63,+0.22,0.87%,3.72%,493000,12702765,1.37%,78.963,,10266566000
SZ002250,联化科技,16.17,+0.14,0.87%,4.32%,1482600,23987233,0.16%,39.22,0.307%,14919659497
SH603739,蔚蓝生物,13.89,+0.12,0.87%,3.5%,253700,3519807,0.1%,37.968,1.153%,3506415574
SH601555,东吴证券,6.93,+0.06,0.87%,6.13%,8289919,57154188,0.17%,20.15,2.431%,34701993371
SZ300626,华瑞股份,8.25,+0.07,0.86%,5.23%,365100,3015951,0.21%,43.44,0.364%,1485000000
SZ301081,严牌股份,11.73,+0.1,0.86%,1.65%,94440,1107317,0.13%,30.588,4.266%,2001959100
SZ300549,优德精密,12.83,+0.11,0.86%,4.82%,117200,1500032,0.12%,58.818,1.558%,1710752200
SZ002041,登海种业,19.93,+0.17,0.86%,0.55%,3139250,62800298,0.36%,76.767,0.18%,17529600000
SZ000411,英特集团,11.74,+0.1,0.86%,1.47%,974363,11393874,0.32%,18.861,1.408%,3633360193
SH603051,鹿山新材,68,+0.58,0.86%,13.5%,568146,38505800,2.47%,47.538,0.579%,6345692000
SZ002333,罗普斯金,5.85,+0.05,0.86%,7.54%,2153300,12533477,0.5%,1784.087,,3817731060
SH688165,埃夫特-U,8.17,+0.07,0.86%,6.1%,136976,1118764,0.04%,-21.237,,4262942600
SZ301092,争光股份,29.22,+0.25,0.86%,8.46%,348900,10167310,0.98%,25.082,0.411%,3894666686
SH600857,宁波中百,10.58,+0.09,0.86%,-4.6%,502500,5314840,0.22%,6.517,,2373304743
SZ300398,飞凯材料,17.54,+0.15,0.86%,2.15%,1716000,29978987,0.33%,21.245,0.4%,9272556624
SZ300179,四方达,12.86,+0.11,0.86%,4.05%,1059424,13562500,0.28%,41.449,,6248787554
SZ002953,日丰股份,12.86,+0.11,0.86%,-9.88%,3978851,51449441,2.42%,42.98,0.59%,4121334595
SZ002110,三钢闽光,4.7,+0.04,0.86%,0%,1067112,5010234,0.04%,16.57,17.447%,11497892556
SZ300219,鸿利智汇,7.01,+0.06,0.86%,4.94%,1202600,8396476,0.17%,25.135,,4962683977
SZ300123,亚光科技,5.88,+0.05,0.86%,-0.51%,3260519,19099763,0.33%,-4.287,,5924869239
SZ300310,宜通世纪,3.56,+0.03,0.85%,2.01%,3012400,10722085,0.44%,102.111,,3138704370
SZ300875,捷强装备,30.98,+0.26,0.85%,2.45%,247167,7661122,0.54%,-233.352,0.745%,3092880586
SZ002163,海南发展,11.89,+0.1,0.85%,4.21%,2210700,26125565,0.28%,-192.334,,10046549039
SZ000688,国城矿业,16.62,+0.14,0.85%,2.53%,678600,11263946,0.06%,87.761,,18586483330
SZ003018,金富科技,9.45,+0.08,0.85%,0.64%,175500,1654564,0.23%,22.375,0.742%,2457000000
SH600770,综艺股份,7.12,+0.06,0.85%,2.3%,1328395,9433808,0.1%,-31.329,,9256000000
SZ000852,石化机械,5.94,+0.05,0.85%,4.03%,2191200,13012040,0.24%,81.235,,5589561913
SH600746,江苏索普,8.35,+0.07,0.85%,2.83%,527000,4393071,0.12%,10.148,11.976%,9751488081
SZ300240,飞力达,7.14,+0.06,0.85%,-4.42%,1039000,7406990,0.29%,21.19,0.842%,2635764915
SZ300113,顺网科技,10.66,+0.09,0.85%,2.4%,1331000,14110233,0.3%,-263.601,0.657%,7401101978
SZ002421,达实智能,3.58,+0.03,0.85%,3.47%,4905166,17535736,0.28%,-11.498,,6839129716
SZ300820,英杰电气,73.22,+0.62,0.85%,-0.35%,615325,44974914,1.36%,43.096,0.453%,10522098405
SZ300992,泰福泵业,18.88,+0.16,0.85%,5.18%,98900,1861954,0.23%,25.16,0.365%,1714304000
SZ000967,盈峰环境,4.74,+0.04,0.85%,4.41%,1143338,5397216,0.04%,21.808,2.11%,15039061294
SH688009,中国通号,4.72,+0.04,0.85%,-1.46%,2628055,12349390,0.13%,14.388,3.609%,49983945680
SZ300977,深圳瑞捷,19.24,+0.16,0.84%,2.89%,121825,2334983,0.48%,50.766,2.431%,1966514705
SH603607,京华激光,13.24,+0.11,0.84%,2.72%,121400,1605193,0.07%,19.798,3.782%,2363562432
SH688077,大地熊,52.79,+0.44,0.84%,6.32%,279906,14711998,0.62%,22.681,1.243%,4264270620
SH603508,思维列控,16.77,+0.14,0.84%,2.69%,1382307,23319503,0.36%,20.167,3.584%,6393971302
SZ300365,恒华科技,8.37,+0.07,0.84%,9.99%,1096300,9138456,0.25%,267.797,0.239%,5020790276
SZ002600,领益智造,4.79,+0.04,0.84%,5.51%,4230600,20202993,0.06%,29.6,,33644866381
SZ002349,精华制药,12.03,+0.1,0.84%,-0.41%,3658146,44000535,0.45%,48.686,0.498%,9794596323
SZ300530,达志科技,25.2,+0.21,0.84%,4.78%,56700,1426483,0.05%,-15.561,,3985114140
SZ300742,越博动力,10.79,+0.09,0.84%,6.83%,550240,5915540,0.49%,-4.066,,1526012201
SZ301036,双乐股份,16.9,+0.14,0.84%,1.93%,89900,1512526,0.19%,50.955,4.737%,1689000000
SZ300091,金通灵,3.6,+0.03,0.84%,1.41%,1246170,4480735,0.12%,-135.497,0.111%,5360991170
SZ002437,誉衡药业,2.41,+0.02,0.84%,-5.12%,9378200,22465561,0.43%,-148.549,,5275495080
SZ300777,中简科技,49.32,+0.41,0.84%,0.35%,1659000,82298168,0.41%,57.557,0.168%,21671036999
SH603918,金桥信息,8.42,+0.07,0.84%,14.4%,5143271,43293925,1.41%,60.854,1.434%,3096531100
SZ002739,万达电影,14.34,+0.12,0.84%,2.43%,10305500,146898885,0.49%,-43.203,,31273942424
SZ300833,浩洋股份,88.14,+0.73,0.84%,5.13%,88000,7764266,0.42%,21.54,0.906%,7432581780
SH688010,福光股份,20.4,+0.17,0.84%,4.62%,76867,1566657,0.05%,96.71,0.441%,3133071637
SZ301189,奥尼电子,30,+0.25,0.84%,4.97%,85700,2565117,0.21%,44.091,1.003%,3446893950
SZ300968,格林精密,8.39,+0.07,0.84%,4.61%,534500,4461654,0.31%,29.04,2.384%,3464124400
SZ002240,盛新锂能,39.53,+0.33,0.84%,5.44%,3634454,143187244,0.49%,7.732,0.239%,36047243820
SH603042,华脉科技,9.75,+0.08,0.83%,6.32%,387300,3770009,0.24%,-75.979,0.123%,1565750940
SH688355,明志科技,35.19,+0.29,0.83%,3.71%,314006,10959225,0.83%,52.398,1.146%,4362014174
SZ300883,龙利得,6.05,+0.05,0.83%,1.85%,485144,2930931,0.2%,55.572,0.165%,2093300000
SZ002917,金奥博,12.2,+0.1,0.83%,0.25%,1007200,12274330,0.39%,103.594,0.49%,4244369345
SZ301122,采纳股份,57.11,+0.47,0.83%,10.51%,125900,7171736,0.54%,30.886,0.613%,5370345817
SZ301212,联盛化学,35.42,+0.29,0.83%,6.59%,281000,9908827,1.03%,23.762,0.581%,3827520000
SZ300412,迦南科技,6.09,+0.05,0.83%,0.83%,1388520,8436589,0.29%,56.172,0.575%,3031337919
SZ002549,凯美特气,15.81,+0.13,0.83%,4.63%,3135100,49851000,0.5%,66.402,0.309%,10073087500
SZ301167,建研设计,23.08,+0.19,0.83%,2.71%,144200,3331106,0.26%,22.917,0.867%,1846400000
SZ300555,路通视信,6.07,+0.05,0.83%,-4.11%,1637950,9926087,0.83%,-53.746,,1212000000
SH688388,嘉元科技,47.64,+0.39,0.83%,6.22%,528227,25126921,0.23%,24.437,1.136%,14504271168
SH600958,东方证券,10.92,+0.09,0.83%,22.15%,59921811,652126243,0.8%,30.448,2.304%,92783366589
SH600778,友好集团,6.09,+0.05,0.83%,-11.48%,463400,2817707,0.15%,-15.103,,1896982334
SZ301288,清研环境,17.02,+0.14,0.83%,2.22%,66000,1121085,0.27%,74.51,0.776%,1838330200
SH600198,大唐电信,6.05,+0.05,0.83%,2.2%,1326900,8001821,0.15%,-7553.364,,7947938881
SH603690,至纯科技,36.51,+0.3,0.83%,-3.51%,2215378,80758672,0.69%,45.787,,11733991763
SZ300241,瑞丰光电,4.92,+0.04,0.82%,3.14%,1142300,5593127,0.2%,44.737,0.407%,3373944627
SH600489,中金黄金,8.65,+0.07,0.82%,5.62%,11344190,98472874,0.26%,20.681,2.587%,41929253679
SH600222,太龙药业,6.18,+0.05,0.82%,-2.98%,3431830,21182442,0.6%,-44.428,0.162%,3546617229
SH603709,中源家居,15.96,+0.13,0.82%,4.11%,129100,2052434,0.16%,-43.112,,1276800000
SH605258,协和电子,22.19,+0.18,0.82%,-11.7%,187200,4137337,0.5%,38.081,1.353%,1952720000
SZ002079,苏州固锝,14.7,+0.12,0.82%,9.78%,8581100,125776123,1.07%,51.473,0.299%,11884012121
SH601688,华泰证券,12.3,+0.1,0.82%,-3.45%,20487900,251428950,0.28%,11.041,3.662%,111629745032
SZ002800,天顺股份,23.36,+0.19,0.82%,-7.38%,984300,22974727,0.97%,96.736,0.475%,2540451182
SZ002124,天邦食品,6.12,+0.05,0.82%,0.16%,12633066,77124737,0.82%,-14.581,,11274250797
SH605162,新中港,8.59,+0.07,0.82%,0.12%,142800,1225554,0.14%,26.682,4.07%,3439874090
SH600083,博信股份,7.41,+0.06,0.82%,2.07%,466600,3452890,0.2%,22.422,,1704300000
SH603235,天新药业,29.6,+0.24,0.82%,1.65%,97247,2869733,0.22%,17.313,,12958288000
SZ002456,欧菲光,4.94,+0.04,0.82%,4.88%,3902100,19193744,0.14%,-2.721,,16126196576
SZ002187,广百股份,7.36,+0.06,0.82%,-14.52%,986800,7242858,0.19%,262.868,5.571%,5174686150
SH605277,新亚电子,16.03,+0.13,0.82%,4.23%,184200,2951740,0.24%,19.711,4.497%,3039767553
SZ300213,佳讯飞鸿,4.93,+0.04,0.82%,1.65%,748800,3686710,0.14%,35.196,1.014%,2927032521
SH601949,中国出版,4.91,+0.04,0.82%,-1.6%,2000600,9766894,0.11%,13.545,2.633%,8948475000
SZ300127,银河磁体,16.04,+0.13,0.82%,5.6%,490500,7840694,0.21%,27.677,2.804%,5183267614
SZ002503,搜于特,1.23,+0.01,0.82%,-3.91%,3355100,4113669,0.13%,-1.383,,3753795542
SZ300491,通合科技,14.8,+0.12,0.82%,7.09%,518200,7618664,0.34%,54.922,0.203%,2565372813
SZ002366,*ST海核,4.97,+0.04,0.81%,-3.31%,643200,3193976,0.07%,-13.071,,10342260071
SZ001331,胜通能源,29.99,+0.24,0.81%,1.9%,219500,6561854,0.73%,16.284,,3598800000
SH601500,通用股份,3.72,+0.03,0.81%,0.54%,968100,3596908,0.08%,1764.089,1.796%,4793571168
SZ200488,晨鸣B,2.49,+0.02,0.81%,4.62%,134300,334272,0.02%,51.414,,7419558078
SH603393,新天然气,22.38,+0.18,0.81%,2.8%,966844,21659871,0.26%,11.253,2.455%,9487359298
SZ300850,新强联,58.17,+0.47,0.81%,9.18%,1532671,89000224,0.77%,42.801,0.267%,19172566487
SH600107,美尔雅,6.25,+0.05,0.81%,1.3%,639900,3995499,0.18%,-124.795,,2250000000
SZ301022,海泰科,28.56,+0.23,0.81%,6.37%,43700,1244954,0.13%,28.098,1.052%,1827840000
SZ002412,汉森制药,6.2,+0.05,0.81%,1.14%,3040570,18812243,0.62%,20.636,,3119840000
SZ300655,晶瑞电材,14.97,+0.12,0.81%,1.98%,1572417,23486467,0.28%,60.38,0.387%,8760143537
SZ000831,中国稀土,34.97,+0.28,0.81%,6.36%,7249158,254069059,0.74%,93.801,,34301687666
SH600872,中炬高新,37.39,+0.3,0.81%,1.41%,2035456,75312500,0.26%,37.015,0.818%,29365206771
SH600051,宁波联合,7.49,+0.06,0.81%,-0.66%,787000,5867745,0.25%,9.44,1.34%,2328491200
SZ002282,博深股份,7.45,+0.06,0.81%,2.19%,202600,1500522,0.05%,24.683,2.019%,4041506625
SZ300435,中泰股份,13.92,+0.11,0.8%,4.35%,578300,8042673,0.17%,19.002,0.568%,5298412752
SH600955,维远股份,21.51,+0.17,0.8%,3.56%,289000,6200225,0.08%,14.456,1.82%,11830500000
SZ300470,中密控股,41.67,+0.33,0.8%,7.09%,190920,7916377,0.1%,27.71,1.196%,8674497113
SH688685,迈信林,21.42,+0.17,0.8%,-7.43%,339709,7270536,0.62%,47.216,,2396184007
SZ000419,通程控股,6.3,+0.05,0.8%,-18.81%,7171900,45305922,1.32%,19.848,2.544%,3424570727
SZ002100,天康生物,8.86,+0.07,0.8%,6.62%,12759771,113033930,0.94%,-50.626,,11999445091
SZ300643,万通智控,15.21,+0.12,0.8%,6.96%,595300,9023444,0.26%,24.302,0.58%,3496000000
SZ002702,海欣食品,6.27,+0.05,0.8%,-9%,2470070,15416048,0.64%,60.461,,3014365200
SZ300867,圣元环保,17.72,+0.14,0.8%,4.05%,469800,8304076,0.3%,27.049,0.99%,4809816638
SZ300652,雷迪克,22.63,+0.18,0.8%,9.32%,187600,4235623,0.2%,18.932,1.213%,2322022050
SZ300682,朗新科技,25.21,+0.2,0.8%,14.7%,1660160,41801587,0.16%,28.201,0.467%,26745299563
SZ301048,金鹰重工,8.82,+0.07,0.8%,3.52%,358091,3149228,0.27%,18.689,1.351%,4704000588
SH603655,朗博科技,26.52,+0.21,0.8%,6.51%,172900,4586780,0.16%,226.407,0.377%,2811120000
SZ002444,巨星科技,20.06,+0.16,0.8%,5.69%,2182440,43734281,0.19%,17.433,,24134214979
SH605008,长鸿高科,15.14,+0.12,0.8%,-7.17%,421800,6395283,0.21%,46.503,,9725639468
SH600004,白云机场,15.14,+0.12,0.8%,0.87%,12174068,186933049,0.51%,-65.48,,35832114805
SH600887,伊利股份,32.85,+0.26,0.8%,5.97%,8855900,289924214,0.14%,23.808,2.936%,210218493696
SZ300923,研奥股份,20.39,+0.16,0.79%,2.46%,151200,3078643,0.48%,26.795,1.371%,1602654000
SH600287,江苏舜天,5.09,+0.04,0.79%,-3.05%,888600,4507523,0.2%,-4.464,,2256309320
SZ002432,九安医疗,51.07,+0.4,0.79%,-0.08%,2296430,116956599,0.48%,1.455,1.371%,24597866624
SZ002581,未名医药,15.3,+0.12,0.79%,-2.86%,518100,7911202,0.13%,-834.502,,10087357110
SZ301000,肇民科技,26.93,+0.21,0.79%,1.13%,42880,1151794,0.11%,23.314,3.09%,2587208085
SH600676,交运股份,3.82,+0.03,0.79%,-1.29%,1068200,4068088,0.1%,-15.351,,3928843046
SH600605,汇通能源,10.21,+0.08,0.79%,-0.29%,1245747,12734264,0.6%,80.488,0.863%,2106143600
SH603681,永冠新材,22.93,+0.18,0.79%,7.25%,260292,5972983,0.14%,16.28,0.87%,4382607942
SZ002570,贝因美,5.09,+0.04,0.79%,-5.91%,5603155,28379469,0.52%,69.751,,5497420565
SZ300058,蓝色光标,5.11,+0.04,0.79%,1.19%,6281888,31913685,0.27%,1995.971,0.843%,12729203332
SH601211,国泰君安,13.99,+0.11,0.79%,2.94%,8140310,113545607,0.11%,10.562,4.871%,124604350178
SH688555,*ST泽达,3.81,+0.03,0.79%,-1.04%,304731,1160338,0.73%,-7.993,,316649100
SZ002787,华源控股,6.39,+0.05,0.79%,5.97%,591600,3764932,0.27%,615.511,,2015936099
SZ002037,保利联合,11.49,+0.09,0.79%,-0.35%,1854466,21296393,0.38%,-66.209,0.374%,5559822173
SH600706,曲江文旅,11.44,+0.09,0.79%,-14.24%,3826500,43719076,1.51%,-42.227,,2917883940
SZ002247,聚力文化,2.56,+0.02,0.79%,2.4%,1792000,4562736,0.28%,37.99,,2169718625
SZ300894,火星人,33.32,+0.26,0.79%,31.8%,1274100,41711859,1.13%,41.937,1.824%,13474350000
SZ002815,崇达技术,10.23,+0.08,0.79%,3.23%,797400,8154140,0.18%,15.413,2.976%,9085346126
SH603538,美诺华,26.7,+0.21,0.79%,3.69%,1115759,29781813,0.53%,25.764,0.531%,5697187580
SH688772,珠海冠宇,20.43,+0.16,0.79%,9.6%,914983,18638673,0.12%,105.975,0.881%,22919512911
SH600132,重庆啤酒,131.19,+1.03,0.79%,2.99%,953568,124207586,0.2%,48.646,1.536%,63492181466
SH688618,三旺通信,82.74,+0.65,0.79%,3.55%,93507,7718660,0.62%,52.183,0.435%,4180644936
SH600812,华北制药,6.36,+0.05,0.79%,-0.63%,3874800,24594975,0.24%,281.063,0.942%,10912045153
SH603936,博敏电子,13.99,+0.11,0.79%,14.48%,3356737,46888485,0.66%,42.818,,7149059237
